name;steps;description;type;cooktime;preptime;servings;cousine;ingredientname;ingredientamount
Thai Coconut Curry Noodle Soup (Khao Soi);"{""Start a pot of boiling water, to cook the rice noodles and make sure to follow your package directions, as rice noodles can differ. Drain and rinse with water to help prevent them from sticking together. A little oil to coat, will help here, or if you time it right, you can add it directly to the soup."",""While water is boiling, prep the shallot, garlic, lemongrass, red bell pepper, then get all other ingredients ready by the stove."",""In a medium pot, heat oil over medium heat. Add shallot and lemongrass. Saute until fragrant and golden, about 3 minutes. Add garlic, saute 1-2 minutes. Add red curry paste,  turmeric, and a pinch of cardamom. Saute for 1-2 minutes."",""Add the coconut milk , chicken broth and kefir lime leaves and bring to a simmer, stirring. Once gently simmering add the bell pepper, fish sauce, sugar, soy sauce and chili garlic paste."",""Add the prawns (or chicken or tofu)  and gently simmer until cooked. Give a generous squeeze of lime. Taste, adding more lime/salt/ red curry paste if necessary."",""Drain the noodles. If serving all of the soup immediately, toss the noodles right into the pot and then serve. Alternatively, divide noodles into the bowls and ladle the flavorful soup over top- a bit easier to handle."",""Garnish with fresh basil, pickled mustard greens, crispy rice noodles, bean sprouts, thinly sliced red onion, lime wedge, or chopped scallions.""}";A flavorful and very addicting Northern Style Thai Coconut Curry Noodle Soup, called Khao Soi. Easy and fast, and so yummy.;lunch;10;5;4;Thai;soy sauce ( perhaps reduce if using vegan fish sauce, or use to taste);2 tablespoons
Thai Coconut Curry Noodle Soup (Khao Soi);"{""Start a pot of boiling water, to cook the rice noodles and make sure to follow your package directions, as rice noodles can differ. Drain and rinse with water to help prevent them from sticking together. A little oil to coat, will help here, or if you time it right, you can add it directly to the soup."",""While water is boiling, prep the shallot, garlic, lemongrass, red bell pepper, then get all other ingredients ready by the stove."",""In a medium pot, heat oil over medium heat. Add shallot and lemongrass. Saute until fragrant and golden, about 3 minutes. Add garlic, saute 1-2 minutes. Add red curry paste,  turmeric, and a pinch of cardamom. Saute for 1-2 minutes."",""Add the coconut milk , chicken broth and kefir lime leaves and bring to a simmer, stirring. Once gently simmering add the bell pepper, fish sauce, sugar, soy sauce and chili garlic paste."",""Add the prawns (or chicken or tofu)  and gently simmer until cooked. Give a generous squeeze of lime. Taste, adding more lime/salt/ red curry paste if necessary."",""Drain the noodles. If serving all of the soup immediately, toss the noodles right into the pot and then serve. Alternatively, divide noodles into the bowls and ladle the flavorful soup over top- a bit easier to handle."",""Garnish with fresh basil, pickled mustard greens, crispy rice noodles, bean sprouts, thinly sliced red onion, lime wedge, or chopped scallions.""}";A flavorful and very addicting Northern Style Thai Coconut Curry Noodle Soup, called Khao Soi. Easy and fast, and so yummy.;lunch;10;5;4;Thai;brown sugar, palm sugar or alternative substitute;2 tablespoons
Thai Coconut Curry Noodle Soup (Khao Soi);"{""Start a pot of boiling water, to cook the rice noodles and make sure to follow your package directions, as rice noodles can differ. Drain and rinse with water to help prevent them from sticking together. A little oil to coat, will help here, or if you time it right, you can add it directly to the soup."",""While water is boiling, prep the shallot, garlic, lemongrass, red bell pepper, then get all other ingredients ready by the stove."",""In a medium pot, heat oil over medium heat. Add shallot and lemongrass. Saute until fragrant and golden, about 3 minutes. Add garlic, saute 1-2 minutes. Add red curry paste,  turmeric, and a pinch of cardamom. Saute for 1-2 minutes."",""Add the coconut milk , chicken broth and kefir lime leaves and bring to a simmer, stirring. Once gently simmering add the bell pepper, fish sauce, sugar, soy sauce and chili garlic paste."",""Add the prawns (or chicken or tofu)  and gently simmer until cooked. Give a generous squeeze of lime. Taste, adding more lime/salt/ red curry paste if necessary."",""Drain the noodles. If serving all of the soup immediately, toss the noodles right into the pot and then serve. Alternatively, divide noodles into the bowls and ladle the flavorful soup over top- a bit easier to handle."",""Garnish with fresh basil, pickled mustard greens, crispy rice noodles, bean sprouts, thinly sliced red onion, lime wedge, or chopped scallions.""}";A flavorful and very addicting Northern Style Thai Coconut Curry Noodle Soup, called Khao Soi. Easy and fast, and so yummy.;lunch;10;5;4;Thai;chili garlic sauce (Sambal Olek);1 tablespoon
Thai Coconut Curry Noodle Soup (Khao Soi);"{""Start a pot of boiling water, to cook the rice noodles and make sure to follow your package directions, as rice noodles can differ. Drain and rinse with water to help prevent them from sticking together. A little oil to coat, will help here, or if you time it right, you can add it directly to the soup."",""While water is boiling, prep the shallot, garlic, lemongrass, red bell pepper, then get all other ingredients ready by the stove."",""In a medium pot, heat oil over medium heat. Add shallot and lemongrass. Saute until fragrant and golden, about 3 minutes. Add garlic, saute 1-2 minutes. Add red curry paste,  turmeric, and a pinch of cardamom. Saute for 1-2 minutes."",""Add the coconut milk , chicken broth and kefir lime leaves and bring to a simmer, stirring. Once gently simmering add the bell pepper, fish sauce, sugar, soy sauce and chili garlic paste."",""Add the prawns (or chicken or tofu)  and gently simmer until cooked. Give a generous squeeze of lime. Taste, adding more lime/salt/ red curry paste if necessary."",""Drain the noodles. If serving all of the soup immediately, toss the noodles right into the pot and then serve. Alternatively, divide noodles into the bowls and ladle the flavorful soup over top- a bit easier to handle."",""Garnish with fresh basil, pickled mustard greens, crispy rice noodles, bean sprouts, thinly sliced red onion, lime wedge, or chopped scallions.""}";A flavorful and very addicting Northern Style Thai Coconut Curry Noodle Soup, called Khao Soi. Easy and fast, and so yummy.;lunch;10;5;4;Thai;raw, peeled and deveined prawns (or crispy tofu, or raw, thinly sliced chicken- or leftover baked chicken or rotisserie chicken);8–12 ounces
Thai Coconut Curry Noodle Soup (Khao Soi);"{""Start a pot of boiling water, to cook the rice noodles and make sure to follow your package directions, as rice noodles can differ. Drain and rinse with water to help prevent them from sticking together. A little oil to coat, will help here, or if you time it right, you can add it directly to the soup."",""While water is boiling, prep the shallot, garlic, lemongrass, red bell pepper, then get all other ingredients ready by the stove."",""In a medium pot, heat oil over medium heat. Add shallot and lemongrass. Saute until fragrant and golden, about 3 minutes. Add garlic, saute 1-2 minutes. Add red curry paste,  turmeric, and a pinch of cardamom. Saute for 1-2 minutes."",""Add the coconut milk , chicken broth and kefir lime leaves and bring to a simmer, stirring. Once gently simmering add the bell pepper, fish sauce, sugar, soy sauce and chili garlic paste."",""Add the prawns (or chicken or tofu)  and gently simmer until cooked. Give a generous squeeze of lime. Taste, adding more lime/salt/ red curry paste if necessary."",""Drain the noodles. If serving all of the soup immediately, toss the noodles right into the pot and then serve. Alternatively, divide noodles into the bowls and ladle the flavorful soup over top- a bit easier to handle."",""Garnish with fresh basil, pickled mustard greens, crispy rice noodles, bean sprouts, thinly sliced red onion, lime wedge, or chopped scallions.""}";A flavorful and very addicting Northern Style Thai Coconut Curry Noodle Soup, called Khao Soi. Easy and fast, and so yummy.;lunch;10;5;4;Thai;lime;1
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;olive oil, divided;1/4 cup
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;boneless country-style pork ribs, cut into small pieces;1 and a half pounds
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;dry white wine, divided;1 cup
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;water;2 cups
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;cloves garlic, minced, divided;10
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;tablespoons tomato paste, divided;2
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;beef bouillon (such as Knorr®);2 cubes
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;bay leaves;2
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;ground cumin;1 teaspoon
Cuban Tamales;"{""Heat 2 tablespoons olive oil in large saucepan or Dutch oven over medium-high heat. Cook and stir pork in hot oil until lightly browned, 5 to 7 minutes."",""Pour 1/2 cup white wine into saucepan and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon."",""Stir 2 cups water, 5 cloves garlic, 1 tablespoon tomato paste, 1 beef bouillon cube, bay leaves, cumin, oregano, and black pepper to pork mixture. Bring mixture to a boil, reduce heat to low, partially cover the saucepan with a lid, and simmer until pork is very tender, 1 to 2 hours. Transfer pork to a bowl and reserve cooking liquid."",""Heat remaining olive oil in a deep pot over medium-high heat. Cook and stir chorizo and cooked pork in hot oil until lightly browned, 3 to 5 minutes."",""Stir onion, green pepper, and remaining minced garlic into chorizo mixture; saute until vegetables soften and onion is translucent, about 5 minutes. Add remaining white wine, olives, 1 tablespoon tomato paste, and remaining bouillon cube; cook, stirring frequently, until flavors combine, about 5 minutes more."",""Pulse corn and 1 1/2 cups reserved pork broth together in a blender or food processor until mixture has a thick and chunky consistency. Stir corn mixture into pork-chorizo mixture."",""Reduce heat to medium and stir masa harina, sugar, vinegar, and salt into pork mixture; cook, stirring occasionally, until mixture has a hearty cornmeal porridge-consistency. Season with salt and remove from heat."",""Make a pocket out of one corn husk and fill 3/4 full with pork mixture, leaving a top flap. Wrap another husk around the filled pocket. Fold top flap over the pocket. Tie twine length- and width-wise around the tamale several times so that packet is secure, but has room for filling to expand during cooking. Repeat with remaining husks and filling."",""Fill a pot with 2-inches of water; bring to a simmer. Place tamales upright in simmering water, cover the pot, and cook, adding water as necessary, until filling is hot and set, about 40 minutes. Cool tamales until completely set, at least 3 hours.""}";A fusion of African, Caribbean, and Spanish cuisine all wrapped up in a corn husk. This recipe is from my grandmother Mima and my mom who both spent long hours in the backyard in Cuba making these magical potions. A flavorful tamal masa with pork and chorizo stuffing is wrapped in a corn husk and slowly cooked in a pot of simmering water.;lunch;130;90;14;Cuban;dried oregano;1 teaspoon
